time,message,event,fields
2026-02-06T03:12:20Z,200 OK,http,{"connIndex":1"originService":"http://nginx:80""ingressRule":0"content-length":26872}
2026-02-06T03:12:20Z,GET https://api.momichan.xyz/api/v1/media/2716d72b-8f43-49ad-8b33-48bfeaf8bd53/thumbnail?size=large&format=webp HTTP/1.1,http,{"connIndex":3"ingressRule":0"host":"api.momichan.xyz""path":"/api/v1/media/2716d72b-8f43-49ad-8b33-48bfeaf8bd53/thumbnail""originService":"http://nginx:80""headers":{"Cf-Ray":["9c977722416a48e5-NRT"]"Cf-Warp-Tag-Id":["33a2413d-9e4d-4cb2-a717-bb5215efb277"]"Sec-Fetch-Mode":["no-cors"]"User-Agent":["Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/144.0.0.0 Safari/537.36"]"Accept-Encoding":["gzip br"]"Accept-Language":["zh-CNzh;q=0.9"]"Cache-Control":["no-cache"]"Cf-Visitor":["{\"scheme\":\"https\"}"]"Sec-Ch-Ua":["\"Not(A:Brand\";v=\"8\" \"Chromium\";v=\"144\" \"Google Chrome\";v=\"144\""]"Sec-Fetch-Site":["same-origin"]"X-Forwarded-Host":["momichan.xyz"]"Accept":["image/avifimage/webpimage/apngimage/svg+xmlimage/**/*;q=0.8"]"Cf-Ipcountry":["JP"]"Dnt":["1"]"Pragma":["no-cache"]"Priority":["i"]"Sec-Ch-Ua-Mobile":["?0"]"X-Forwarded-For":["202.214.238.612a06:98c0:3600::103"]"X-Forwarded-Proto":["https"]"Cdn-Loop":["cloudflare; loops=2; subreqs=1"]"Cf-Connecting-Ip":["2a06:98c0:3600::103"]"Cf-Worker":["hmrchan-frontend.pages.dev"]"Referer":["https://momichan.xyz/"]"Sec-Ch-Ua-Platform":["\"Windows\""]"Sec-Fetch-Dest":["image"]"Cf-Ew-Via":["15"]}"content-length":0}
2026-02-06T03:12:20Z,GET https://api.momichan.xyz/api/v1/media/8da3069c-1535-43fa-b710-fcda79b48ef2/thumbnail?size=large&format=webp HTTP/1.1,http,{"host":"api.momichan.xyz""path":"/api/v1/media/8da3069c-1535-43fa-b710-fcda79b48ef2/thumbnail""content-length":0"connIndex":1"originService":"http://nginx:80""ingressRule":0"headers":{"Sec-Ch-Ua":["\"Not(A:Brand\";v=\"8\" \"Chromium\";v=\"144\" \"Google Chrome\";v=\"144\""]"Referer":["https://momichan.xyz/"]"Sec-Ch-Ua-Mobile":["?0"]"Sec-Ch-Ua-Platform":["\"Windows\""]"Sec-Fetch-Mode":["no-cors"]"X-Forwarded-For":["202.214.238.612a06:98c0:3600::103"]"X-Forwarded-Proto":["https"]"Accept-Encoding":["gzip br"]"Cf-Connecting-Ip":["2a06:98c0:3600::103"]"Cf-Ray":["9c977722416748e5-NRT"]"Sec-Fetch-Site":["same-origin"]"User-Agent":["Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/144.0.0.0 Safari/537.36"]"X-Forwarded-Host":["momichan.xyz"]"Accept":["image/avifimage/webpimage/apngimage/svg+xmlimage/**/*;q=0.8"]"Accept-Language":["zh-CNzh;q=0.9"]"Cf-Warp-Tag-Id":["33a2413d-9e4d-4cb2-a717-bb5215efb277"]"Pragma":["no-cache"]"Priority":["i"]"Sec-Fetch-Dest":["image"]"Cache-Control":["no-cache"]"Cdn-Loop":["cloudflare; loops=2; subreqs=1"]"Cf-Ew-Via":["15"]"Cf-Ipcountry":["JP"]"Cf-Visitor":["{\"scheme\":\"https\"}"]"Cf-Worker":["hmrchan-frontend.pages.dev"]"Dnt":["1"]}}
2026-02-06T03:12:20Z,GET https://api.momichan.xyz/api/v1/media/99e12cf9-a4ca-429a-90a2-622343fa1390/thumbnail?size=large&format=webp HTTP/1.1,http,{"connIndex":0"ingressRule":0"headers":{"Accept":["image/avifimage/webpimage/apngimage/svg+xmlimage/**/*;q=0.8"]"Cdn-Loop":["cloudflare; loops=2; subreqs=1"]"Cf-Connecting-Ip":["2a06:98c0:3600::103"]"Cf-Ew-Via":["15"]"Pragma":["no-cache"]"Priority":["i"]"Sec-Ch-Ua":["\"Not(A:Brand\";v=\"8\" \"Chromium\";v=\"144\" \"Google Chrome\";v=\"144\""]"Sec-Ch-Ua-Mobile":["?0"]"Cf-Visitor":["{\"scheme\":\"https\"}"]"Cf-Worker":["hmrchan-frontend.pages.dev"]"Sec-Ch-Ua-Platform":["\"Windows\""]"Sec-Fetch-Site":["same-origin"]"User-Agent":["Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/144.0.0.0 Safari/537.36"]"X-Forwarded-Host":["momichan.xyz"]"Accept-Encoding":["gzip br"]"Accept-Language":["zh-CNzh;q=0.9"]"Cf-Ipcountry":["JP"]"Cf-Ray":["9c977722416248e5-NRT"]"X-Forwarded-For":["202.214.238.612a06:98c0:3600::103"]"X-Forwarded-Proto":["https"]"Cache-Control":["no-cache"]"Cf-Warp-Tag-Id":["33a2413d-9e4d-4cb2-a717-bb5215efb277"]"Dnt":["1"]"Referer":["https://momichan.xyz/"]"Sec-Fetch-Dest":["image"]"Sec-Fetch-Mode":["no-cors"]}"originService":"http://nginx:80""host":"api.momichan.xyz""path":"/api/v1/media/99e12cf9-a4ca-429a-90a2-622343fa1390/thumbnail""content-length":0}
2026-02-06T03:12:20Z,200 OK,http,{"content-length":42532"connIndex":3"originService":"http://nginx:80""ingressRule":0}
2026-02-06T03:12:20Z,200 OK,http,{"ingressRule":0"content-length":77646"connIndex":3"originService":"http://nginx:80"}
2026-02-06T03:12:20Z,GET https://api.momichan.xyz/api/v1/media/76a77aea-aca6-4068-b50e-31f35252e3e3/thumbnail?size=large&format=webp HTTP/1.1,http,{"headers":{"Accept":["image/avifimage/webpimage/apngimage/svg+xmlimage/**/*;q=0.8"]"Cdn-Loop":["cloudflare; loops=2; subreqs=1"]"Cf-Ipcountry":["JP"]"Pragma":["no-cache"]"Referer":["https://momichan.xyz/"]"Sec-Fetch-Mode":["no-cors"]"Cf-Connecting-Ip":["2a06:98c0:3600::103"]"Cf-Visitor":["{\"scheme\":\"https\"}"]"Dnt":["1"]"Priority":["i"]"Sec-Ch-Ua-Platform":["\"Windows\""]"Sec-Fetch-Site":["same-origin"]"Accept-Encoding":["gzip br"]"Cf-Ew-Via":["15"]"Cf-Ray":["9c977721e13848e5-NRT"]"Cf-Worker":["hmrchan-frontend.pages.dev"]"Sec-Ch-Ua":["\"Not(A:Brand\";v=\"8\" \"Chromium\";v=\"144\" \"Google Chrome\";v=\"144\""]"Sec-Ch-Ua-Mobile":["?0"]"X-Forwarded-For":["202.214.238.612a06:98c0:3600::103"]"X-Forwarded-Proto":["https"]"Accept-Language":["zh-CNzh;q=0.9"]"Cache-Control":["no-cache"]"Cf-Warp-Tag-Id":["33a2413d-9e4d-4cb2-a717-bb5215efb277"]"Sec-Fetch-Dest":["image"]"User-Agent":["Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/144.0.0.0 Safari/537.36"]"X-Forwarded-Host":["momichan.xyz"]}"connIndex":3"originService":"http://nginx:80""host":"api.momichan.xyz""content-length":0"ingressRule":0"path":"/api/v1/media/76a77aea-aca6-4068-b50e-31f35252e3e3/thumbnail"}
2026-02-06T03:12:20Z,GET https://api.momichan.xyz/api/v1/media/f3d72064-9a14-44ae-98eb-7f30201bc4df/thumbnail?size=large&format=webp HTTP/1.1,http,{"content-length":0"connIndex":3"originService":"http://nginx:80""ingressRule":0"path":"/api/v1/media/f3d72064-9a14-44ae-98eb-7f30201bc4df/thumbnail""host":"api.momichan.xyz""headers":{"Sec-Ch-Ua-Platform":["\"Windows\""]"Sec-Fetch-Dest":["image"]"Accept":["image/avifimage/webpimage/apngimage/svg+xmlimage/**/*;q=0.8"]"Accept-Language":["zh-CNzh;q=0.9"]"Cf-Connecting-Ip":["2a06:98c0:3600::103"]"Referer":["https://momichan.xyz/"]"Sec-Fetch-Mode":["no-cors"]"Sec-Fetch-Site":["same-origin"]"X-Forwarded-For":["202.214.238.612a06:98c0:3600::103"]"X-Forwarded-Proto":["https"]"Cf-Ipcountry":["JP"]"Cf-Worker":["hmrchan-frontend.pages.dev"]"Sec-Ch-Ua":["\"Not(A:Brand\";v=\"8\" \"Chromium\";v=\"144\" \"Google Chrome\";v=\"144\""]"Sec-Ch-Ua-Mobile":["?0"]"User-Agent":["Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/144.0.0.0 Safari/537.36"]"Accept-Encoding":["gzip br"]"Cache-Control":["no-cache"]"Cf-Ew-Via":["15"]"Cf-Ray":["9c977721e13548e5-NRT"]"Cf-Visitor":["{\"scheme\":\"https\"}"]"X-Forwarded-Host":["momichan.xyz"]"Cdn-Loop":["cloudflare; loops=2; subreqs=1"]"Cf-Warp-Tag-Id":["33a2413d-9e4d-4cb2-a717-bb5215efb277"]"Dnt":["1"]"Pragma":["no-cache"]"Priority":["i"]}}
2026-02-06T03:12:16Z,200 OK,http,{"connIndex":0"originService":"http://nginx:80""ingressRule":0"content-length":8065}
2026-02-06T03:12:16Z,200 OK,http,{"connIndex":3"originService":"http://nginx:80""ingressRule":0"content-length":4936}
2026-02-06T03:12:16Z,GET https://api.momichan.xyz/api/v1/posts/?page=2&page_size=20&sort_by=published_at&sort_order=desc HTTP/1.1,http,{"path":"/api/v1/posts/""headers":{"X-Forwarded-Proto":["https"]"Dnt":["1"]"Cdn-Loop":["cloudflare; loops=2; subreqs=1"]"Cf-Connecting-Ip":["2a06:98c0:3600::103"]"Cf-Ew-Via":["15"]"Cf-Ipcountry":["JP"]"Cf-Visitor":["{\"scheme\":\"https\"}"]"Priority":["u=1 i"]"Sec-Ch-Ua-Mobile":["?0"]"Accept-Encoding":["gzip br"]"Accept-Language":["zh-CNzh;q=0.9"]"Cache-Control":["no-cache"]"Cf-Ray":["9c97770926b348e5-NRT"]"Sec-Ch-Ua":["\"Not(A:Brand\";v=\"8\" \"Chromium\";v=\"144\" \"Google Chrome\";v=\"144\""]"Sec-Ch-Ua-Platform":["\"Windows\""]"Sec-Fetch-Dest":["empty"]"Sec-Fetch-Mode":["cors"]"Pragma":["no-cache"]"Accept":["*/*"]"Cf-Warp-Tag-Id":["33a2413d-9e4d-4cb2-a717-bb5215efb277"]"Cf-Worker":["hmrchan-frontend.pages.dev"]"Referer":["https://momichan.xyz/"]"User-Agent":["Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/144.0.0.0 Safari/537.36"]"X-Forwarded-Host":["momichan.xyz"]"Sec-Fetch-Site":["same-origin"]"X-Forwarded-For":["202.214.238.612a06:98c0:3600::103"]}"connIndex":3"originService":"http://nginx:80""host":"api.momichan.xyz""content-length":0"ingressRule":0}
2026-02-06T03:12:16Z,GET https://api.momichan.xyz/api/v1/posts/?page=1&page_size=20&sort_by=published_at&sort_order=desc HTTP/1.1,http,{"connIndex":0"ingressRule":0"path":"/api/v1/posts/""content-length":0"originService":"http://nginx:80""host":"api.momichan.xyz""headers":{"Accept-Encoding":["gzip br"]"Cf-Ray":["9c97770926af48e5-NRT"]"Dnt":["1"]"Priority":["u=1 i"]"Sec-Ch-Ua-Mobile":["?0"]"Sec-Fetch-Mode":["cors"]"User-Agent":["Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/144.0.0.0 Safari/537.36"]"X-Forwarded-Host":["momichan.xyz"]"Cdn-Loop":["cloudflare; loops=2; subreqs=1"]"Cf-Ipcountry":["JP"]"Cf-Visitor":["{\"scheme\":\"https\"}"]"Cf-Worker":["hmrchan-frontend.pages.dev"]"Pragma":["no-cache"]"Sec-Ch-Ua-Platform":["\"Windows\""]"Sec-Fetch-Site":["same-origin"]"Accept-Language":["zh-CNzh;q=0.9"]"Cache-Control":["no-cache"]"Cf-Warp-Tag-Id":["33a2413d-9e4d-4cb2-a717-bb5215efb277"]"Referer":["https://momichan.xyz/"]"Sec-Fetch-Dest":["empty"]"X-Forwarded-For":["202.214.238.612a06:98c0:3600::103"]"Accept":["*/*"]"Cf-Connecting-Ip":["2a06:98c0:3600::103"]"Cf-Ew-Via":["15"]"Sec-Ch-Ua":["\"Not(A:Brand\";v=\"8\" \"Chromium\";v=\"144\" \"Google Chrome\";v=\"144\""]"X-Forwarded-Proto":["https"]}}
2026-02-06T03:12:16Z,200 OK,http,{"connIndex":0"originService":"http://nginx:80""ingressRule":0"content-length":-1}
2026-02-06T03:12:16Z,200 OK,http,{"connIndex":2"originService":"http://nginx:80""ingressRule":0"content-length":2091}
2026-02-06T03:12:16Z,GET https://api.momichan.xyz/api/v1/authors/?page=2&page_size=20&sort_by=created_at&sort_order=desc HTTP/1.1,http,{"connIndex":0"originService":"http://nginx:80""path":"/api/v1/authors/""headers":{"Accept-Encoding":["gzip br"]"Cdn-Loop":["cloudflare; loops=2; subreqs=1"]"Cf-Ew-Via":["15"]"Cf-Worker":["hmrchan-frontend.pages.dev"]"Sec-Ch-Ua":["\"Not(A:Brand\";v=\"8\" \"Chromium\";v=\"144\" \"Google Chrome\";v=\"144\""]"Sec-Fetch-Dest":["empty"]"User-Agent":["Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/144.0.0.0 Safari/537.36"]"Cf-Ipcountry":["JP"]"Cf-Ray":["9c977708966248e5-NRT"]"Cf-Visitor":["{\"scheme\":\"https\"}"]"Cf-Warp-Tag-Id":["33a2413d-9e4d-4cb2-a717-bb5215efb277"]"Sec-Ch-Ua-Platform":["\"Windows\""]"Sec-Fetch-Mode":["cors"]"X-Forwarded-Host":["momichan.xyz"]"Accept":["*/*"]"Cf-Connecting-Ip":["2a06:98c0:3600::103"]"Referer":["https://momichan.xyz/"]"Sec-Ch-Ua-Mobile":["?0"]"Sec-Fetch-Site":["same-origin"]"X-Forwarded-Proto":["https"]"Accept-Language":["zh-CNzh;q=0.9"]"Cache-Control":["no-cache"]"Dnt":["1"]"Pragma":["no-cache"]"Priority":["u=1 i"]"X-Forwarded-For":["202.214.238.612a06:98c0:3600::103"]}"ingressRule":0"host":"api.momichan.xyz""content-length":0}
2026-02-06T03:12:16Z,GET https://api.momichan.xyz/api/v1/authors/?page=1&page_size=20&sort_by=created_at&sort_order=desc HTTP/1.1,http,{"connIndex":2"ingressRule":0"content-length":0"originService":"http://nginx:80""host":"api.momichan.xyz""path":"/api/v1/authors/""headers":{"Sec-Ch-Ua-Platform":["\"Windows\""]"X-Forwarded-For":["202.214.238.612a06:98c0:3600::103"]"Accept-Language":["zh-CNzh;q=0.9"]"Cache-Control":["no-cache"]"Cf-Ipcountry":["JP"]"Cf-Warp-Tag-Id":["33a2413d-9e4d-4cb2-a717-bb5215efb277"]"Dnt":["1"]"Sec-Fetch-Dest":["empty"]"Sec-Fetch-Mode":["cors"]"User-Agent":["Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/144.0.0.0 Safari/537.36"]"Accept-Encoding":["gzip br"]"Cdn-Loop":["cloudflare; loops=2; subreqs=1"]"Cf-Ray":["9c977708865f48e5-NRT"]"Cf-Visitor":["{\"scheme\":\"https\"}"]"Priority":["u=1 i"]"Referer":["https://momichan.xyz/"]"Sec-Fetch-Site":["same-origin"]"X-Forwarded-Host":["momichan.xyz"]"Cf-Connecting-Ip":["2a06:98c0:3600::103"]"Cf-Worker":["hmrchan-frontend.pages.dev"]"X-Forwarded-Proto":["https"]"Accept":["*/*"]"Cf-Ew-Via":["15"]"Pragma":["no-cache"]"Sec-Ch-Ua":["\"Not(A:Brand\";v=\"8\" \"Chromium\";v=\"144\" \"Google Chrome\";v=\"144\""]"Sec-Ch-Ua-Mobile":["?0"]}}
2026-02-06T03:12:13Z,200 OK,http,{"content-length":2091"connIndex":2"originService":"http://nginx:80""ingressRule":0}
2026-02-06T03:12:13Z,200 OK,http,{"connIndex":1"originService":"http://nginx:80""ingressRule":0"content-length":-1}
2026-02-06T03:12:13Z,200 OK,http,{"originService":"http://nginx:80""ingressRule":0"content-length":80430"connIndex":3}
2026-02-06T03:12:13Z,200 OK,http,{"connIndex":1"originService":"http://nginx:80""ingressRule":0"content-length":73222}
2026-02-06T03:12:13Z,200 OK,http,{"ingressRule":0"content-length":47176"connIndex":3"originService":"http://nginx:80"}
2026-02-06T03:12:13Z,200 OK,http,{"content-length":55204"connIndex":2"originService":"http://nginx:80""ingressRule":0}
2026-02-06T03:12:13Z,200 OK,http,{"originService":"http://nginx:80""ingressRule":0"content-length":26692"connIndex":1}
2026-02-06T03:12:13Z,200 OK,http,{"originService":"http://nginx:80""ingressRule":0"content-length":44714"connIndex":1}
2026-02-06T03:12:12Z,GET https://api.momichan.xyz/api/v1/media/73958dc8-16d1-4cf6-b73c-b1f99abe1a6b/thumbnail?size=large&format=webp HTTP/1.1,http,{"originService":"http://nginx:80""host":"api.momichan.xyz""path":"/api/v1/media/73958dc8-16d1-4cf6-b73c-b1f99abe1a6b/thumbnail""headers":{"Accept-Encoding":["gzip br"]"Accept-Language":["zh-CNzh;q=0.9"]"Cf-Ipcountry":["JP"]"Cf-Visitor":["{\"scheme\":\"https\"}"]"Cf-Warp-Tag-Id":["33a2413d-9e4d-4cb2-a717-bb5215efb277"]"User-Agent":["Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/144.0.0.0 Safari/537.36"]"X-Forwarded-For":["202.214.238.612a06:98c0:3600::103"]"Cdn-Loop":["cloudflare; loops=2; subreqs=1"]"Cf-Connecting-Ip":["2a06:98c0:3600::103"]"Cf-Ew-Via":["15"]"Cf-Ray":["9c9776f0b47a48e5-NRT"]"Cf-Worker":["hmrchan-frontend.pages.dev"]"Pragma":["no-cache"]"Priority":["u=1 i"]"Sec-Fetch-Site":["same-origin"]"Cache-Control":["no-cache"]"Dnt":["1"]"Referer":["https://momichan.xyz/"]"Sec-Ch-Ua-Mobile":["?0"]"Sec-Fetch-Dest":["image"]"Sec-Fetch-Mode":["no-cors"]"X-Forwarded-Host":["momichan.xyz"]"X-Forwarded-Proto":["https"]"Accept":["image/avifimage/webpimage/apngimage/svg+xmlimage/**/*;q=0.8"]"Sec-Ch-Ua":["\"Not(A:Brand\";v=\"8\" \"Chromium\";v=\"144\" \"Google Chrome\";v=\"144\""]"Sec-Ch-Ua-Platform":["\"Windows\""]}"content-length":0"connIndex":3"ingressRule":0}
2026-02-06T03:12:12Z,GET https://api.momichan.xyz/api/v1/media/90be144b-4d32-4c6d-8a05-cffb1019a069/thumbnail?size=large&format=webp HTTP/1.1,http,{"headers":{"Accept":["image/avifimage/webpimage/apngimage/svg+xmlimage/**/*;q=0.8"]"Accept-Language":["zh-CNzh;q=0.9"]"Cf-Worker":["hmrchan-frontend.pages.dev"]"Pragma":["no-cache"]"Priority":["u=1 i"]"Sec-Ch-Ua-Platform":["\"Windows\""]"Accept-Encoding":["gzip br"]"Cache-Control":["no-cache"]"Cf-Ew-Via":["15"]"Cf-Warp-Tag-Id":["33a2413d-9e4d-4cb2-a717-bb5215efb277"]"Sec-Ch-Ua":["\"Not(A:Brand\";v=\"8\" \"Chromium\";v=\"144\" \"Google Chrome\";v=\"144\""]"Sec-Fetch-Dest":["image"]"Sec-Fetch-Mode":["no-cors"]"Sec-Fetch-Site":["same-origin"]"Cf-Ipcountry":["JP"]"Cf-Ray":["9c9776f0b47b48e5-NRT"]"User-Agent":["Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/144.0.0.0 Safari/537.36"]"X-Forwarded-For":["202.214.238.612a06:98c0:3600::103"]"X-Forwarded-Host":["momichan.xyz"]"X-Forwarded-Proto":["https"]"Cdn-Loop":["cloudflare; loops=2; subreqs=1"]"Cf-Connecting-Ip":["2a06:98c0:3600::103"]"Cf-Visitor":["{\"scheme\":\"https\"}"]"Dnt":["1"]"Referer":["https://momichan.xyz/"]"Sec-Ch-Ua-Mobile":["?0"]}"connIndex":3"path":"/api/v1/media/90be144b-4d32-4c6d-8a05-cffb1019a069/thumbnail""content-length":0"originService":"http://nginx:80""ingressRule":0"host":"api.momichan.xyz"}
2026-02-06T03:12:12Z,GET https://api.momichan.xyz/api/v1/media/760de7e9-df02-413b-b84c-24a8326b11da/thumbnail?size=large&format=webp HTTP/1.1,http,{"ingressRule":0"headers":{"Cf-Visitor":["{\"scheme\":\"https\"}"]"Cf-Warp-Tag-Id":["33a2413d-9e4d-4cb2-a717-bb5215efb277"]"Dnt":["1"]"Sec-Ch-Ua":["\"Not(A:Brand\";v=\"8\" \"Chromium\";v=\"144\" \"Google Chrome\";v=\"144\""]"Sec-Ch-Ua-Mobile":["?0"]"Sec-Fetch-Dest":["image"]"User-Agent":["Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/144.0.0.0 Safari/537.36"]"X-Forwarded-For":["202.214.238.612a06:98c0:3600::103"]"Cdn-Loop":["cloudflare; loops=2; subreqs=1"]"Cf-Worker":["hmrchan-frontend.pages.dev"]"Pragma":["no-cache"]"Priority":["u=1 i"]"Referer":["https://momichan.xyz/"]"Sec-Fetch-Mode":["no-cors"]"Sec-Fetch-Site":["same-origin"]"X-Forwarded-Host":["momichan.xyz"]"Cache-Control":["no-cache"]"Cf-Ipcountry":["JP"]"Sec-Ch-Ua-Platform":["\"Windows\""]"Accept":["image/avifimage/webpimage/apngimage/svg+xmlimage/**/*;q=0.8"]"Accept-Encoding":["gzip br"]"Accept-Language":["zh-CNzh;q=0.9"]"Cf-Connecting-Ip":["2a06:98c0:3600::103"]"Cf-Ew-Via":["15"]"Cf-Ray":["9c9776f0b47648e5-NRT"]"X-Forwarded-Proto":["https"]}"content-length":0"connIndex":1"originService":"http://nginx:80""host":"api.momichan.xyz""path":"/api/v1/media/760de7e9-df02-413b-b84c-24a8326b11da/thumbnail"}
2026-02-06T03:12:12Z,GET https://api.momichan.xyz/api/v1/media/34134ec1-c2d2-42fe-b6d0-f69ad50fbd3f/thumbnail?size=large&format=webp HTTP/1.1,http,{"ingressRule":0"host":"api.momichan.xyz""path":"/api/v1/media/34134ec1-c2d2-42fe-b6d0-f69ad50fbd3f/thumbnail""content-length":0"connIndex":1"originService":"http://nginx:80""headers":{"User-Agent":["Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/144.0.0.0 Safari/537.36"]"Accept-Language":["zh-CNzh;q=0.9"]"Cdn-Loop":["cloudflare; loops=2; subreqs=1"]"Cf-Ray":["9c9776f0b47d48e5-NRT"]"Cf-Warp-Tag-Id":["33a2413d-9e4d-4cb2-a717-bb5215efb277"]"Cf-Worker":["hmrchan-frontend.pages.dev"]"Pragma":["no-cache"]"Priority":["u=1 i"]"X-Forwarded-For":["202.214.238.612a06:98c0:3600::103"]"Accept-Encoding":["gzip br"]"Cf-Connecting-Ip":["2a06:98c0:3600::103"]"Cf-Ipcountry":["JP"]"Sec-Ch-Ua-Mobile":["?0"]"X-Forwarded-Host":["momichan.xyz"]"Cf-Visitor":["{\"scheme\":\"https\"}"]"Referer":["https://momichan.xyz/"]"Sec-Ch-Ua":["\"Not(A:Brand\";v=\"8\" \"Chromium\";v=\"144\" \"Google Chrome\";v=\"144\""]"Sec-Fetch-Dest":["image"]"X-Forwarded-Proto":["https"]"Accept":["image/avifimage/webpimage/apngimage/svg+xmlimage/**/*;q=0.8"]"Cache-Control":["no-cache"]"Cf-Ew-Via":["15"]"Dnt":["1"]"Sec-Ch-Ua-Platform":["\"Windows\""]"Sec-Fetch-Mode":["no-cors"]"Sec-Fetch-Site":["same-origin"]}}
2026-02-06T03:12:12Z,GET https://api.momichan.xyz/api/v1/media/c9fdeda8-aaa3-4e66-a695-8fc87eacb8d9/thumbnail?size=large&format=webp HTTP/1.1,http,{"ingressRule":0"host":"api.momichan.xyz""headers":{"Cf-Warp-Tag-Id":["33a2413d-9e4d-4cb2-a717-bb5215efb277"]"Pragma":["no-cache"]"Priority":["u=1 i"]"Referer":["https://momichan.xyz/"]"Sec-Ch-Ua-Mobile":["?0"]"Sec-Fetch-Mode":["no-cors"]"X-Forwarded-Host":["momichan.xyz"]"Accept-Encoding":["gzip br"]"Accept-Language":["zh-CNzh;q=0.9"]"Cache-Control":["no-cache"]"Cf-Ew-Via":["15"]"Cf-Ipcountry":["JP"]"Cf-Worker":["hmrchan-frontend.pages.dev"]"Sec-Fetch-Dest":["image"]"X-Forwarded-For":["202.214.238.612a06:98c0:3600::103"]"Accept":["image/avifimage/webpimage/apngimage/svg+xmlimage/**/*;q=0.8"]"Cdn-Loop":["cloudflare; loops=2; subreqs=1"]"Cf-Ray":["9c9776f0b47948e5-NRT"]"Dnt":["1"]"Sec-Ch-Ua":["\"Not(A:Brand\";v=\"8\" \"Chromium\";v=\"144\" \"Google Chrome\";v=\"144\""]"Sec-Ch-Ua-Platform":["\"Windows\""]"X-Forwarded-Proto":["https"]"Cf-Connecting-Ip":["2a06:98c0:3600::103"]"Cf-Visitor":["{\"scheme\":\"https\"}"]"Sec-Fetch-Site":["same-origin"]"User-Agent":["Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/144.0.0.0 Safari/537.36"]}"connIndex":2"originService":"http://nginx:80""path":"/api/v1/media/c9fdeda8-aaa3-4e66-a695-8fc87eacb8d9/thumbnail""content-length":0}
2026-02-06T03:12:12Z,GET https://api.momichan.xyz/api/v1/media/d410c32a-e7f4-4c5a-8c09-8a617bffa9da/thumbnail?size=large&format=webp HTTP/1.1,http,{"originService":"http://nginx:80""ingressRule":0"path":"/api/v1/media/d410c32a-e7f4-4c5a-8c09-8a617bffa9da/thumbnail""headers":{"Accept":["image/avifimage/webpimage/apngimage/svg+xmlimage/**/*;q=0.8"]"Accept-Encoding":["gzip br"]"Pragma":["no-cache"]"Sec-Ch-Ua-Mobile":["?0"]"Sec-Fetch-Site":["same-origin"]"X-Forwarded-Host":["momichan.xyz"]"Accept-Language":["zh-CNzh;q=0.9"]"Cache-Control":["no-cache"]"Cf-Ray":["9c9776f0b47548e5-NRT"]"X-Forwarded-For":["202.214.238.612a06:98c0:3600::103"]"X-Forwarded-Proto":["https"]"Cf-Ew-Via":["15"]"Cf-Ipcountry":["JP"]"Cf-Visitor":["{\"scheme\":\"https\"}"]"Cf-Worker":["hmrchan-frontend.pages.dev"]"Dnt":["1"]"Priority":["u=1 i"]"Sec-Fetch-Mode":["no-cors"]"Cdn-Loop":["cloudflare; loops=2; subreqs=1"]"Cf-Connecting-Ip":["2a06:98c0:3600::103"]"Cf-Warp-Tag-Id":["33a2413d-9e4d-4cb2-a717-bb5215efb277"]"Referer":["https://momichan.xyz/"]"Sec-Ch-Ua":["\"Not(A:Brand\";v=\"8\" \"Chromium\";v=\"144\" \"Google Chrome\";v=\"144\""]"Sec-Ch-Ua-Platform":["\"Windows\""]"Sec-Fetch-Dest":["image"]"User-Agent":["Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML like Gecko) Chrome/144.0.0.0 Safari/537.36"]}"content-length":0"connIndex":1"host":"api.momichan.xyz"}
2026-02-06T03:12:12Z,200 OK,http,{"connIndex":2"originService":"http://nginx:80""ingressRule":0"content-length":8065}
